County,Public School District,School Name,School Bldg Number,Administrator,Address,City,State,Zip,Phone Number,Email Address,Web Site Address,Grade,Profit/Non-Profit,Accredited,Residential School,Special Education,Gifted,,,
Yakima,Sunnyside,Sunnyside Christian School (2nd Location),8823,Gary Kamps,1820 Sheller Rd,Sunnyside,WA,98944-9283,509.837.8995,del.dykstra@sunnysidechristianschool.org,www.sunnysidechristianschool.org,9-12,NP,,,,,,,
Thurston,Olympia,Sunrise Beach School,8025,Roxanne Reis Cox,"1601 North Street
(Mail: PO Box 13409
Olympia WA 98508-3409)",Olympia,WA,98501-3666,360.866.1343,Info@SunriseBeachSchool.org,www.SunriseBeachSchool.org,P-12,NP,,,,,,,
Jefferson,Port Townsend,Swan School,8177,Russell Yates,2345 Kuhn St,Port Townsend,WA,98368-6227,360.385.7340,russ@swanschool.net,http://www.swanschool.net,P-6,NP,,,,,,,
King,Issaquah,Synergy Learning Academy,804Z,ViJi Rahman,1555 NW Sammamish Rd,Issaquah,WA,98027-5376,425.503.0443,viji@synergylearningacademy.com,www.synergylearningacademy.com,P-8,NP,,,,,,,
Pierce,Tacoma,Tacoma Christian Academy (formerly Slavic Christian Acad-Tacoma 2014),1495,Aleksandr Slobodyankin,2014 S 15th St                                 ,Tacoma,WA,98405-2905,"253.572.1742
888.924.4618 x 221",aslobodyanik@tacomachristianacademy.com,www.ncek12.com,P-12,NP,NWAC,,,,,,
Pierce,Tacoma,Centerpoint Christian Fellowship (Satellite of Tacoma Christian Academy),Satellite of TCA,Alex Slobodyankin,2041 S 66th St.,Tacoma,WA,98409,253.359.0608,principal@tacomachristianacademy.com,www.ncek12.com,K-5,,,,,,,,
Pierce,Tacoma,Tacoma Waldorf School,1456,Chanin Escovedo,2710 N Madison,Tacoma,WA,98407-5230,253.383.8711,"admin@tacomawaldorf.org
deanofadmin@tacomawaldorf.org",www.tacomawaldorf.org,P-5,NP,AWSNA,,,,,,
King,Seattle,Taproot School,803D,Michelle Taylor,9131 California Ave SW,Seattle,WA,98136-2551,206.849.7146,grow@taprootschool.org,www.taprootschool.org,K-5,P,,,,,,,
King,Bellevue,Tarteel School (formerly Alfursan School 2017),805I,Mohamed Baker,13219 NE 20th St #209,Bellevue,WA,98005-2020,425.998.8606,fursanschool@gmail.com,fursanschool.com,P-2,P,,,,,,,
King,Lake Washington,The Bear Creek School,8887,Patrick Carruth,8905 208th Ave NE,Redmond,WA,98053-4506,425.898.1720,patrick.carruth@tbcs.org,www.tbcs.org,P-12,NP,NWAC,,,,,,
King,Highline,The Bridge School,802O,Anne M. York,"1005 SW 152nd St
(Mail: PO Box 48074
Burien 98148-0074)",Burien ,WA,98166-1845,206.912.1202,anne@buriencoopeducation.org,www.BridgeSchoolCoop.org,K-6,NP,,,,,,,
King,Seattle,The Bush School,8037,Dr. Percy Abram,3400 E Harrison,Seattle,WA,98112-4268,206.322.7978,Percy.Abram@Bush.edu,www.bush.edu,K-12,NP,NAIS,,,,,,
King,Northshore,The Clearwater School,8372,"Stephanie Sarantos, Ph.D.",1510 196th St SE,Bothell,WA,98012-7107,425.489.2050,sdsarantos@gmail.com,www.clearwaterschool.com,P-12,NP,,,Yes,,,,
Pierce,Tacoma,The Cor Deo School (formerly First Presbyterian Church School 2017),8598,Matthew Shuts,20 Tacoma Avenue S,Tacoma,WA,98402-2697,253.272.7145,mshuts@thecordeoschool.org,www.fpcschool.org,K-6,NP,,,,,,,
King,Bellevue,The Eastside Montessori School,803E,Christine First,1934 108th Ave NE,Bellevue,WA,98004-2828,425.213.5627,christine@eastsidemontessorischool.com,www.eastsidemontessorischool.com,1-6,P,,,,,,,
Clark,Battle Ground,The Gardner School of Arts and Sciences,8071,Jeffrey Kubiak,16413 NE 50th Ave,Vancouver,WA,98686-1843,360.574.5752,jkubiak@gardnerschool.org,www.gardnerschool.org,P-8,NP,,,,,,,
King,Bellevue,The Gemini School,805A,Ethan Bergeson,2375 130th Ave NE  Suite 100,Bellevue,WA,98005-1758,425.452.8036,ethan@nwneuropsych.com,http://www.thegeminischool.org/,1-12,P,,,,,,,
Kitsap,Bainbridge Island,The Island School,8487,Trish King,8553 NE Day Rd,Bainbridge Island,WA,98110-1395,206.842.0400,trish@theislandschool.org,www.theislandschool.org,K-5,NP,NAIS,,,,,,
King,Lake Washington,The Kineo School,805O,Lindsey Yocum,"7525 132nd NE
(Mail: 8220 208th Ave NE
Redmond WA 98053-7510",Kirkland,WA,98038-8543,425.213.6741,lindsey@kineoschool.org,www.kineoschoo.org,K-5,NP,,,,,,,
King,Seattle,The Lake and Park School,801Y,Camille Hayward,3201 Hunter Blvd S,Seattle,WA,98144-7029,206.721.3480,admin@lakeandparkschool.org,www.lakeandpark.org,P-5,NP,,,,,,,
King,Bellevue,The Little School,8244,Peter Berner-Hays,2812 116th Ave NE,Bellevue,WA,98004-1421,425.827.8078,peterbh@thelittleschool.org,www.thelittleschool.org,P-5,NP,NAIS,,,,,,
King,Northshore,The Madrone School,805B,Lindsey McGrew,10020 166th Ave NE,Redmond,WA,98052-3010,425.269.1833,lindseymcgrew@gmail.com,www.themadroneschool.org,K-5,NP,,,Yes,,,,
Whitman,Pullman,The Montessori School of Pullman,804K,Beverley Wolff,115 NW State St,Pullman,WA,99163-2616,509.334.4114,montessori@pullman.com,www.pullmanmontessori.org,P-4,NP,,,,,,,
Spokane,Spokane,The Moose Project,805C,Kristi Anderson,801 E 2nd Ave,Spokane,WA,99202-2225,509.443.5905,mooseproject@comcast.net,www.mooseproject.net,P-8,NP,,,,,,,
Thurston,Rainier,The Phoenix Rising School,803F,Jorge-Ayn Riley,"13411 Cedar Grove Ln
(Mail: PO Box 1010
Rainier WA 98576-1010)
(Mail: PO Box 1010
(Mail: PO Box 1010
Rainier WA 98576-1010)",Rainier,WA,98576-9558,360.446.1500,"nazila@thephoenixrisingschool.org
office@thephoenixrisingschool.org",www.thephoenixrisingschool.org,P-5,NP,,,,,,,
Chelan ,Wenatchee ,The River Academy,803S,Eric DeVries,"650 Crawford Ave
(Mail: PO Box 4485
Wenatchee 98807-4485)",Wenatchee,WA,98801-3651,509.665.2415,eric.devries@theriveracademy.org,theriveracademy.org,P-12,NP,,,,,,,
King,Lake Washington,The Sammamish Montessori School,1416,Janet Villella,7655 178th Pl NE,Redmond,WA,98052-4953,425.883.3271,janet@sammamishmontessori.com,www.sammamishmontessori.com,P-3,P,AMS,,,,,,
King,Seattle,The Valley School (formerly Valley School 2016),8908,Alan Braun,318 30th Ave E,Seattle,WA,98112-4819,206.328.4475,alanb@thevalleyschool.org,www.thevalleyschool.org,P-5,NP,,,,,,,
King,Bellevue,Three Cedars Waldorf School,8460,Tracy Bennett,556 124th Ave NE,Bellevue,WA,98005-3100,425.401.9874 x 101,tracy.bennett@seattlewaldorf.org,www.threecedarswaldorf.org,P-8,NP,AWSNA,,,,,,
King,Bellevue,Three Points Elementary,8560,Kevin Dunning,"7800 NE 28th St                          
(Mail: 1601 98th Ave NE         
Clyde Hill 98004-3400)",Medina,WA,98039-1536,425.454.3977,kevin.dunning@bellevuechristian.org,www.bellevuechristian.org,P-6,NP,CSI,,Yes,Yes,,,
Cowlitz,Longview,Three Rivers Christian School (formerly Three Rivers Christian School--Kelso Jr./Sr. High Campus--2016; formerly Three Rivers Christian School-Cornerstone Jr/Sr High–2009),8257,Erin Hart,2441 42nd Ave,Longview,WA,98632-4961,360.636.1600,ehart@3riversschool.net,www.3riversschool.net,7-12,NP,ACSI,,,Yes,,,
Cowlitz,Longview,Three Rivers Christian School-Longview Elem,8016,Erin Hart,2610 Ocean Beach Hwy,Longview,WA,98632-3598,360.423.4510,ehart@3riversschool.net,3riversschool.net,P-6,NP,ACSI,,,Gifted,,,
King,Highline,Three Tree Montessori,8997,Thomas Rzegocki,220 SW 160th St,Burien,WA,98166-3026,206.242.5100,tom.rzegocki@threetree.org,www.threetree.org,P-6,NP,,,,,,,
King,Seattle,Tilden School,1457,Monica Riva,"4105 California Ave SW
(Mail: 2141 45th Ave SW
Seattle WA 98116-2103)",Seattle,WA,98116-4101,206.938.4628,info@tildenschool.org,www.tildenschool.org,K-5,NP,,,,,,,
King,Lake Washington,TLC Montessori (formerly TLC Academy 2012),1437,Kyungah Kim,21512 NE 16th St,Sammamish,WA,98074-6728,425.868.1943,kim@tlcmontessori.net,www.tlcmontessori.net,P-3,P,,,,,,,
King,Seattle,Torah Day School of Seattle,1459,Rabbi Yona Margolese,1625 S Columbian Way,Seattle,WA,98108-4634,206.722.1200,RabbiMargolese@tdsseattle.org,www.tdsseattle.org,P-8,NP,NAIS,,,,,,
Franklin,Pasco,Tri-Cities Preparatory School,8309,Arlene Jones,9612 St Thomas Dr,Pasco,WA,99301-4744,509.546.2465,ajones@tcprep.org,www.tcprep.org,9-12,NP,,,,,,,
Franklin,Pasco,Tri-City Adventist School (formerly Tri-City Junior Academy--2014),8019,Spencer Hannah,4115 W Henry St,Pasco,WA,99301-2999,509.547.8092,"office@mytcas.org 
s.hannah@mytcas.org",tcas.org,K-10,NP,SDA,,,,,,
Spokane,Spokane,Trinity Catholic School,8190,Sandra Nokes,1306 W Montgomery Ave,Spokane,WA,99205-4300,509.327.9369,snokes@dioceseofspokane.org,trinityspokane.com,P-8,NP,WCEA,,,,,,
King,Northshore,UCiC School,801O,Seungho Pi,3727 240th St SE,Bothell,WA,98021-8975,425.939.1133,drpiucic@gmail.com,www.ucicschool.org,K-5,NP,,,,,,,
King,Seattle,University Child Development School,8838,Paula Smith,5062 9th Ave NE,Seattle,WA,98105-3605,206.547.8237,PaulaS@ucds.org,www.ucds.org,P-5,NP,NAIS,,,,,,
King,Seattle,University Cooperative School,8428,Jim Riley,5601 University Ave NE,Seattle,WA,98105-2619,206.524.0653,jim@ucoopschool.org,www.ucoopschool.org,K-5,NP,,,,,,,
King,Seattle,University Preparatory,8399,Matt Levinson,8000 25th Ave NE,Seattle,WA,98115-4600,206.525.2714,mlevinson@universityprep.org,www.universityprep.org,6-12,NP,NAIS,,,,,,
Spokane,Liberty,Upper Columbia Academy,8204,John Winslow,3025 E Spangle Waverly Rd,Spangle,WA,99031-9703,509.245.3612,john.winslow@ucaa.org,ucaa.org,9-12,NP,NWAC,,,,,,
Spokane,Liberty,Upper Columbia Academy Elementary ,1491,Gordon Smith,3025 E Spangle Waverly Rd,Spangle,WA,99031-9703,509.245.3629,gordon.smith@ucaes.org,ucaes.org,1-8,NP,SDA,,,,,,
Chelan,Cascade,Upper Valley Christian School,8541,Dwight Pflugrath,111 Ski Hill Dr,Leavenworth ,WA,98826-5027,509.548.5292,ddpflu@gmail.com,uvcschool.org,P-12,NP,,,,,,,
King,Auburn,Valley Christian School,8443,Joshua Snyder,1312 2nd St SE,Auburn,WA,98002-5755,253.833.3541,joshua.snyder@valley-christian.com,www.valley-christian.com,P-8,NP,,,,,,,
Spokane,Central Valley,Valley Christian School--Central Valley,8360,Derick Tabish,10212 E 9th Ave,Spokane Valley,WA,99206-6944,509.924.9131,office@vcsc.org,valleychristianschool.org,P-12,NP,ACSI,,,,,,
King,Seattle,Villa Academy,8056,John K. Milroy,5001 NE 50th St,Seattle,WA,98105-2899,206.524.8885,jmilroy@thevilla.org,www.thevilla.org,P-8,NP,NAIS,,,,,,
Pierce,Tacoma,Visitation Catholic STEM Acad (formerly Visitation Schl  2013),8146,Marc Nuno,3306 S 58th St,Tacoma,WA,98409-5306,253.474.6424,nunom@visitationschool.net,http://www.visitationstemacademy.org/,P-8,NP,WCEA,,,,,,
Walla Walla,College Place,Walla Walla Valley Academy,8214,Brian Harris,300 SW Academy Way,College Place,WA,99324-1283,509.525.1050,harrbr@wwva.org,www.wwva.org,9-12,NP,NWAC,,Yes,,,,
Adams,Lind,Warden Hutterian School,8335,Albert Wollman,1054 W Harder Rd,Warden,WA,98857-9650,509.349.8045,"alwol@whborg.com
alwoll@gmail.com",whborg.com,P-12,NP,,,,,,,
King,Seattle,Washington Academy of Muslim Educatoin,805P,A Alqanuni,"4272 S Mead
(Mail: 3621 33rd Ave S  Suite A133
Seattle WA 98144-6955)",Seattle ,WA,98118-2702,360.842.6263,foraared@outlook.com,,1-12,,,,,,,,
King,Seattle,Washington Preparatory School,805Q,"Joe Kennedy, Interim",18323 Bothell-Everett Hwy  Suite 360,Bothell,WA,98012-5246,206.355.7636,jkennedywaprep@yahoo.com,,6-12,P,,,,,,,
Yakima,Yakima,West Chestnut Academy (formerly Westpark Christian Academy  2017),1486,Colleen Sheahan,1214 W Chestnut Ave,Yakima,WA,98902-3121,509.966.1632,pc@wcayakima.org,www.wcayakima.org,P-12,NP,,,Yes,,,,
King,Seattle,West Seattle Montessori School,8828,Angela Sears Ximenes,"11215 16th Ave SW                     
(Mail: 10241 California Ave SW                            
Seattle WA 98146)",Seattle,WA,98146-3564,206.935.0427,searsar@hotmail.com,www.westseattlemontessori.com,P-8,P,,,,,,,
Kitsap,North Kitsap,West Sound Academy,8301,Barrie Hillman,"16571 Creative Dr NE                          
(Mail: PO Box 807                               
Poulsbo WA 98370-0807)",Poulsbo,WA,98370-8661,360.598.5954,bhillman@westsoundacademy.org,www.westsoundacademy.org,6-12,NP,NWAC,Yes,,,,,
King,Seattle,Westside School,8916,Ted Kalmus,10404 34th Ave SW,Seattle,WA,98146-1270,206.932.2511,tedk@westsideschool.org,www.westsideschool.org,P-8,NP,NAIS,,,,,,
Whatcom,Bellingham,Whatcom Hills Waldorf,8869,Kathleen Fraser,941 Austin St,Bellingham,WA,98229-2705,360.733.3164,kathy@whws.org,www.whws.org,P-8,NP,AWSNA,,,,,,
Island,South Whidbey,Whidbey Island Waldorf School,8974,Michael Soule,"6335 Old Pietila Rd                  
(Mail: PO Box 469          
Clinton WA 98236-0469)",Clinton,WA,98236-8602,360.341.5686,administrator@wiws.org,www.wiws.org,P-8,NP,,,,,,,
King,Northshore,Whole Earth Montessori School,8876,"Joseph Galante, M.Ed.",2930 228th St SE,Bothell,WA,98021-8927,425.486.3037,joe@wemschool.org,www.wemschool.org,P-6,NP,AMS,,,,,,
King,Lake Washington,Willows Preparatory School,803T,Yuka Shimizu,"12280 Woodinville-Redmond Rd NE
(Mail: 14600 NE 24th St 
Bellevue 98007-3723)",Redmond,WA,98052-2010,425.555.1234,yukashimizu@bcacademy.com,www.willowsprep.org,6-8,P,,,,,,,
King,Northshore,Woodinville Montessori School--North Creek Campus,8856,Mary Schneider,19102 North Creek Parkway,Bothell,WA,98011-8005,425.482.3184,mschneider@woodinvillemontessori.org,www.woodinvillemontessori.org,P-12,NP,NAIS,,,,,,
Yakima,Yakima,Yakima Adventist Christian School,8232,Renae Young,1200 City Reservoir Rd,Yakima,WA,98908-2144,509.966.1933,principal@yacsschool.org,www.yacsschool.org,P-10,NP,SDA,,,,,,
King,Mercer Island,Yellow Wood Academy (formerly ETC Prep Academy–2012),8044,Jan Schrag,"9655 SE 36th St, Suite 101",Mercer Island,WA,98040-3798,206.236.1095,jans@yellowwoodacademy.org,http://www.yellowwoodacademy.org,K-12,NP,,,,,,,
Snohomish,Lake Stevens,Zion Lutheran School,8173,Lynne Hereth,3923 103rd Ave SE,Lake Stevens,WA,98258-5763,425.334.5064,lynnehereth.zioneverett@gmail.com,www.zionls.org,P-8,NP,NLSA,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
